email,company_name,domain,category,city,subject,body
thefloatationcentre@gmail.com,The Floatation Centre,www.thefloatationcentre.ca,Wellness center,Halifax,Would this help The Floatation?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for wellness centers in Nova Scotia and wanted to connect with The Floatation Centre.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@naturefolk.ca,Nature Folk Wellness Collective,naturefolk.ca,Spa,Dartmouth,Idea for Nature Folk Wellness,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Nature Folk Wellness Collective.

I know spas lose high-value bookings when after-hours calls go to voicemail. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Nature Folk Wellness? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
info@rstudios.co,Rstudios REST : The Recovery Room Sauna & Cold Plunge,www.rstudios.co,Wellness center,Halifax,"Dal student, quick question for Rstudios REST : The Recovery","Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Rstudios REST : The Recovery Room Sauna & Cold Plunge might find this interesting.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@embellishmedical.com,Embellish Medical Aesthetics,embellishmedical.com,Medical spa,Bedford,Would this help Embellish Medical Aesthetics?,"Hey,

I'm a Dalhousie student working on something I think could help Embellish Medical Aesthetics.

I've been looking at how many Botox and filler inquiries med spas lose to missed after-hours calls. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
jacobnoye@hotmail.ca,Jacob Noye Massage Therapy & Medi Spa,jacobnoyemassagetherapymedispa.janeapp.com,Medical spa,Halifax,Quick question for Jacob Noye Massage Therapy &,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for medical spas in Nova Scotia and wanted to connect with Jacob Noye Massage Therapy & Medi Spa.

I've been looking at how many Botox and filler inquiries med spas lose to missed after-hours calls. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
lunascomplexionss@gmail.com,Lunas Complexion,lunas-complexion.square.site,Facial spa,Halifax,Saw Lunas Complexion in Halifax,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Lunas Complexion.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Lunas Complexion? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
dart@choicehealthcentre.com,Choice Health Centre Halifax,www.choicehealthcentre.com,Chiropractor,Halifax,Would this help Choice Health Centre Halifax?,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Choice Health Centre Halifax.

Most chiro practices I've talked to have past patients who dropped off and never came back. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
arminsbeautyaffair@gmail.com,Armin's Beauty Affair Spa,www.arminsbeautyaffair.com,Spa,Halifax,Quick question for Armin's Beauty Affair Spa,"Hey,

I'm a Dalhousie student working on something I think could help Armin's Beauty Affair Spa.

I know spas lose high-value bookings when after-hours calls go to voicemail. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
info@bloomlaserclinic.com,Bloom Laser Clinic,bloomlaserclinic.com,Skin care clinic,Halifax,Halifax student with an idea for Bloom Laser,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Bloom Laser Clinic and thought this might be relevant.

I know skin care clinics lose consultation leads when calls go to voicemail. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
user@domain.com,The Highlander Spa Bedford,thehighlanderspa.com,Medical spa,Bedford,Saw The Highlander Spa Bedford in Bedford,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to The Highlander Spa Bedford.

Most med spas I've talked to have hundreds of past clients in their CRM who haven't rebooked. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for The Highlander Spa Bedford? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
info@ecwc.ca,"East Coast Wellness Clinic, Specializing in Massage",www.ecwc.ca,Massage therapist,Halifax,"Quick question for East Coast Wellness Clinic,","Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought East Coast Wellness Clinic, Specializing in Massage might find this interesting.

I know every missed call during a session is potentially a lost booking. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
halifax@thetenspot.com,THE TEN SPOT,www.thetenspot.com,Spa,Halifax,Saw THE TEN SPOT in Halifax,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like THE TEN SPOT.

I know spas lose high-value bookings when after-hours calls go to voicemail. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
pureesthetics@eastlink.ca,Bradshaw Pure Esthetics organic skin care and sculptural facial massage,bradshawpureesthetics.com,Skin care clinic,Halifax,Bradshaw Pure Esthetics + AI (from a Dal student),"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Bradshaw Pure Esthetics organic skin care and sculptural facial massage and thought this might be relevant.

I know skin care clinics lose consultation leads when calls go to voicemail. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@medikainstitute.com,MEDIKA BEAUTY INSTITUTE,www.medikainstitute.com,Beauty school,Halifax,Would this help MEDIKA BEAUTY INSTITUTE?,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across MEDIKA BEAUTY INSTITUTE and thought this might be relevant.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
